quadrat,cc,density,block,strip,square_original,side,square,x,y,c1.new.em,c2.new.em,c4.new.em,c5.new.em
340,hdshoots,200000,3,34,46,east,43,4,3,170,6,2,0
342,hdshoots,50,3,34,14,east,11,1,1,0,0,0,0
342,hdshoots,50,3,34,24,east,21,2,1,0,0,0,0
342,hdshoots,50,3,34,34,east,31,3,1,0,0,0,0
342,hdshoots,50,3,34,44,east,41,4,1,0,0,0,0
342,hdshoots,50,3,34,15,east,12,1,2,0,0,0,0
342,hdshoots,50,3,34,25,east,22,2,2,0,0,0,0
342,hdshoots,50,3,34,35,east,32,3,2,0,0,0,0
342,hdshoots,50,3,34,45,east,42,4,2,0,0,0,0
342,hdshoots,50,3,34,16,east,13,1,3,0,0,0,0
342,hdshoots,50,3,34,26,east,23,2,3,0,0,0,0
342,hdshoots,50,3,34,36,east,33,3,3,0,0,0,0
342,hdshoots,50,3,34,46,east,43,4,3,0,0,0,0
345,hdshoots,50000,3,34,14,east,11,1,1,43,12,5,0
345,hdshoots,50000,3,34,24,east,21,2,1,40,8,37,1
345,hdshoots,50000,3,34,34,east,31,3,1,36,0,36,0
345,hdshoots,50000,3,34,44,east,41,4,1,42,10,0,0
345,hdshoots,50000,3,34,15,east,12,1,2,70,0,41,0
345,hdshoots,50000,3,34,25,east,22,2,2,83,17,52,2
345,hdshoots,50000,3,34,35,east,32,3,2,27,28,31,0
345,hdshoots,50000,3,34,45,east,42,4,2,25,0,22,0
345,hdshoots,50000,3,34,16,east,13,1,3,16,4,40,0
345,hdshoots,50000,3,34,26,east,23,2,3,48,0,14,0
345,hdshoots,50000,3,34,36,east,33,3,3,25,15,9,0
345,hdshoots,50000,3,34,46,east,43,4,3,6,5,13,0
347,hdshoots,5000,3,34,14,east,11,1,1,1,3,10,0
347,hdshoots,5000,3,34,24,east,21,2,1,2,4,1,0
347,hdshoots,5000,3,34,34,east,31,3,1,2,0,5,0
347,hdshoots,5000,3,34,44,east,41,4,1,2,4,4,0
347,hdshoots,5000,3,34,15,east,12,1,2,5,2,6,1
347,hdshoots,5000,3,34,25,east,22,2,2,4,0,1,0
347,hdshoots,5000,3,34,35,east,32,3,2,1,3,9,0
347,hdshoots,5000,3,34,45,east,42,4,2,0,3,3,0
347,hdshoots,5000,3,34,16,east,13,1,3,0,2,5,0
347,hdshoots,5000,3,34,26,east,23,2,3,0,1,2,0
347,hdshoots,5000,3,34,36,east,33,3,3,1,1,7,0
347,hdshoots,5000,3,34,46,east,43,4,3,0,2,1,0
349,hdshoots,500,3,34,11,west,11,1,1,0,0,2,0
349,hdshoots,500,3,34,21,west,21,2,1,0,0,0,0
349,hdshoots,500,3,34,31,west,31,3,1,1,0,2,0
349,hdshoots,500,3,34,41,west,41,4,1,0,0,1,0
349,hdshoots,500,3,34,12,west,12,1,2,0,1,1,0
349,hdshoots,500,3,34,22,west,22,2,2,0,0,0,0
349,hdshoots,500,3,34,32,west,32,3,2,0,1,0,0
349,hdshoots,500,3,34,42,west,42,4,2,0,0,0,0
349,hdshoots,500,3,34,13,west,13,1,3,0,0,1,0
349,hdshoots,500,3,34,23,west,23,2,3,0,2,0,0
349,hdshoots,500,3,34,33,west,33,3,3,0,0,1,0
349,hdshoots,500,3,34,43,west,43,4,3,0,1,2,0
350,ldr,5000,3,35,14,east,11,1,1,4,2,8,0
350,ldr,5000,3,35,24,east,21,2,1,5,1,6,0
350,ldr,5000,3,35,34,east,31,3,1,7,0,2,0
350,ldr,5000,3,35,44,east,41,4,1,1,1,2,0
350,ldr,5000,3,35,15,east,12,1,2,0,4,0,1
350,ldr,5000,3,35,25,east,22,2,2,1,5,3,0
350,ldr,5000,3,35,35,east,32,3,2,0,2,3,0
350,ldr,5000,3,35,45,east,42,4,2,2,0,0,0
350,ldr,5000,3,35,16,east,13,1,3,0,0,1,0
350,ldr,5000,3,35,26,east,23,2,3,0,0,2,0
350,ldr,5000,3,35,36,east,33,3,3,0,0,0,0
350,ldr,5000,3,35,46,east,43,4,3,0,0,0,0
353,ldr,200000,3,35,14,east,11,1,1,65,16,9,0
353,ldr,200000,3,35,24,east,21,2,1,236,25,27,0
353,ldr,200000,3,35,34,east,31,3,1,81,23,28,4
353,ldr,200000,3,35,44,east,41,4,1,39,9,15,0
353,ldr,200000,3,35,15,east,12,1,2,137,37,4,0
353,ldr,200000,3,35,25,east,22,2,2,196,48,35,0
353,ldr,200000,3,35,35,east,32,3,2,115,23,1,0
353,ldr,200000,3,35,45,east,42,4,2,8,0,10,1
353,ldr,200000,3,35,16,east,13,1,3,199,29,13,0
353,ldr,200000,3,35,26,east,23,2,3,73,21,25,0
353,ldr,200000,3,35,36,east,33,3,3,54,2,4,0
353,ldr,200000,3,35,46,east,43,4,3,4,0,23,0
354,ldr,50000,3,35,14,east,11,1,1,6,19,38,0
354,ldr,50000,3,35,24,east,21,2,1,56,15,7,0
354,ldr,50000,3,35,34,east,31,3,1,77,1,6,0
354,ldr,50000,3,35,44,east,41,4,1,43,9,1,2
354,ldr,50000,3,35,15,east,12,1,2,5,10,18,0
354,ldr,50000,3,35,25,east,22,2,2,56,6,11,0
354,ldr,50000,3,35,35,east,32,3,2,69,0,17,0
354,ldr,50000,3,35,45,east,42,4,2,16,5,0,1
354,ldr,50000,3,35,16,east,13,1,3,7,1,4,0
354,ldr,50000,3,35,26,east,23,2,3,42,7,0,2
354,ldr,50000,3,35,36,east,33,3,3,43,1,4,0
354,ldr,50000,3,35,46,east,43,4,3,8,0,0,0
356,ldr,500,3,35,14,east,11,1,1,0,0,0,0
356,ldr,500,3,35,24,east,21,2,1,0,0,0,0
356,ldr,500,3,35,34,east,31,3,1,0,0,0,1
356,ldr,500,3,35,44,east,41,4,1,0,0,0,0
356,ldr,500,3,35,15,east,12,1,2,0,0,1,0
356,ldr,500,3,35,25,east,22,2,2,0,0,0,1
356,ldr,500,3,35,35,east,32,3,2,0,0,0,0
356,ldr,500,3,35,45,east,42,4,2,0,0,0,0
356,ldr,500,3,35,16,east,13,1,3,0,0,0,0
356,ldr,500,3,35,26,east,23,2,3,0,0,0,0
356,ldr,500,3,35,36,east,33,3,3,0,0,0,0
356,ldr,500,3,35,46,east,43,4,3,0,0,0,1
359,ldr,50,3,35,11,west,11,1,1,0,0,1,0
359,ldr,50,3,35,21,west,21,2,1,0,0,0,0
359,ldr,50,3,35,31,west,31,3,1,0,0,0,0
359,ldr,50,3,35,41,west,41,4,1,0,0,0,0
359,ldr,50,3,35,12,west,12,1,2,0,0,0,0
359,ldr,50,3,35,22,west,22,2,2,0,0,0,0
359,ldr,50,3,35,32,west,32,3,2,0,0,0,0
359,ldr,50,3,35,42,west,42,4,2,0,0,0,0
359,ldr,50,3,35,13,west,13,1,3,0,1,0,0
359,ldr,50,3,35,23,west,23,2,3,0,0,0,0
359,ldr,50,3,35,33,west,33,3,3,0,0,0,0
359,ldr,50,3,35,43,west,43,4,3,0,0,0,0
411,bare,50,4,41,14,east,11,1,1,0,0,0,0
411,bare,50,4,41,24,east,21,2,1,0,0,0,1
411,bare,50,4,41,34,east,31,3,1,0,0,0,0
411,bare,50,4,41,44,east,41,4,1,0,0,0,0
411,bare,50,4,41,15,east,12,1,2,0,0,0,0
411,bare,50,4,41,25,east,22,2,2,0,0,0,0
411,bare,50,4,41,35,east,32,3,2,0,0,0,0
411,bare,50,4,41,45,east,42,4,2,0,0,0,0
411,bare,50,4,41,16,east,13,1,3,0,0,0,0
411,bare,50,4,41,26,east,23,2,3,0,0,0,0
411,bare,50,4,41,36,east,33,3,3,0,0,0,0
411,bare,50,4,41,46,east,43,4,3,0,0,0,0
414,bare,5000,4,41,14,east,11,1,1,0,0,0,0
414,bare,5000,4,41,24,east,21,2,1,1,0,0,0
414,bare,5000,4,41,34,east,31,3,1,0,0,0,0
414,bare,5000,4,41,44,east,41,4,1,0,0,0,0
414,bare,5000,4,41,15,east,12,1,2,0,0,0,0
414,bare,5000,4,41,25,east,22,2,2,1,0,0,0
414,bare,5000,4,41,35,east,32,3,2,1,0,0,0
414,bare,5000,4,41,45,east,42,4,2,0,0,0,0
414,bare,5000,4,41,16,east,13,1,3,0,0,0,0
414,bare,5000,4,41,26,east,23,2,3,0,0,0,0
414,bare,5000,4,41,36,east,33,3,3,0,0,0,0
414,bare,5000,4,41,46,east,43,4,3,0,0,0,0
415,bare,50000,4,41,14,east,11,1,1,2,2,0,0
415,bare,50000,4,41,24,east,21,2,1,21,21,1,1
415,bare,50000,4,41,34,east,31,3,1,24,0,3,0
415,bare,50000,4,41,44,east,41,4,1,24,4,2,0
415,bare,50000,4,41,15,east,12,1,2,1,0,0,0
415,bare,50000,4,41,25,east,22,2,2,20,24,0,4
415,bare,50000,4,41,35,east,32,3,2,19,3,0,0
415,bare,50000,4,41,45,east,42,4,2,5,2,0,0
415,bare,50000,4,41,16,east,13,1,3,2,0,0,0
415,bare,50000,4,41,26,east,23,2,3,6,2,1,0
415,bare,50000,4,41,36,east,33,3,3,2,12,0,1
415,bare,50000,4,41,46,east,43,4,3,1,0,2,0
418,bare,5000,4,41,14,east,11,1,1,2,0,0,0
418,bare,5000,4,41,24,east,21,2,1,1,1,0,1
418,bare,5000,4,41,34,east,31,3,1,0,1,0,1
418,bare,5000,4,41,44,east,41,4,1,0,0,0,0
418,bare,5000,4,41,15,east,12,1,2,0,2,0,0
418,bare,5000,4,41,25,east,22,2,2,3,1,0,1
418,bare,5000,4,41,35,east,32,3,2,0,1,0,0
418,bare,5000,4,41,45,east,42,4,2,1,0,0,0
418,bare,5000,4,41,16,east,13,1,3,0,2,0,0
418,bare,5000,4,41,26,east,23,2,3,1,0,0,0
418,bare,5000,4,41,36,east,33,3,3,2,0,0,0
418,bare,5000,4,41,46,east,43,4,3,0,0,0,0
423,hdshoots,5000,4,42,11,west,11,1,1,5,4,3,1
423,hdshoots,5000,4,42,21,west,21,2,1,0,0,1,0
423,hdshoots,5000,4,42,31,west,31,3,1,4,0,0,0
423,hdshoots,5000,4,42,41,west,41,4,1,1,1,1,0
423,hdshoots,5000,4,42,12,west,12,1,2,0,0,5,0
423,hdshoots,5000,4,42,22,west,22,2,2,7,1,2,0
423,hdshoots,5000,4,42,32,west,32,3,2,4,1,2,0
423,hdshoots,5000,4,42,42,west,42,4,2,1,1,2,0
423,hdshoots,5000,4,42,13,west,13,1,3,11,2,8,0
423,hdshoots,5000,4,42,23,west,23,2,3,11,0,2,0
423,hdshoots,5000,4,42,33,west,33,3,3,8,0,3,0
423,hdshoots,5000,4,42,43,west,43,4,3,3,1,3,0
424,hdshoots,50,4,42,14,east,11,1,1,0,0,0,0
424,hdshoots,50,4,42,24,east,21,2,1,0,0,0,0
424,hdshoots,50,4,42,34,east,31,3,1,0,0,0,0
424,hdshoots,50,4,42,44,east,41,4,1,0,0,0,0
424,hdshoots,50,4,42,15,east,12,1,2,0,0,0,0
424,hdshoots,50,4,42,25,east,22,2,2,0,0,0,0
424,hdshoots,50,4,42,35,east,32,3,2,0,0,0,0
424,hdshoots,50,4,42,45,east,42,4,2,0,0,0,0
424,hdshoots,50,4,42,16,east,13,1,3,0,0,0,0
424,hdshoots,50,4,42,26,east,23,2,3,0,0,0,0
424,hdshoots,50,4,42,36,east,33,3,3,0,0,0,0
424,hdshoots,50,4,42,46,east,43,4,3,0,0,0,0
428,hdshoots,50000,4,42,14,east,11,1,1,36,1,6,0
428,hdshoots,50000,4,42,24,east,21,2,1,40,5,23,0
428,hdshoots,50000,4,42,34,east,31,3,1,29,3,30,0
428,hdshoots,50000,4,42,44,east,41,4,1,23,2,27,0
428,hdshoots,50000,4,42,15,east,12,1,2,11,5,13,0
428,hdshoots,50000,4,42,25,east,22,2,2,24,0,13,0
428,hdshoots,50000,4,42,35,east,32,3,2,41,5,10,0
428,hdshoots,50000,4,42,45,east,42,4,2,29,10,4,0
428,hdshoots,50000,4,42,16,east,13,1,3,11,1,0,0
428,hdshoots,50000,4,42,26,east,23,2,3,11,10,17,0
428,hdshoots,50000,4,42,36,east,33,3,3,24,7,8,0
428,hdshoots,50000,4,42,46,east,43,4,3,33,0,31,0
429,hdshoots,500,4,42,14,east,11,1,1,0,0,0,0
429,hdshoots,500,4,42,24,east,21,2,1,0,0,0,0
429,hdshoots,500,4,42,34,east,31,3,1,1,1,0,0
429,hdshoots,500,4,42,44,east,41,4,1,0,0,0,0
429,hdshoots,500,4,42,15,east,12,1,2,0,0,0,0
429,hdshoots,500,4,42,25,east,22,2,2,0,0,0,0
429,hdshoots,500,4,42,35,east,32,3,2,0,0,0,0
429,hdshoots,500,4,42,45,east,42,4,2,0,0,0,0
429,hdshoots,500,4,42,16,east,13,1,3,0,0,2,0
429,hdshoots,500,4,42,26,east,23,2,3,0,1,0,0
429,hdshoots,500,4,42,36,east,33,3,3,0,0,0,0
429,hdshoots,500,4,42,46,east,43,4,3,0,0,0,0
431,ldr,500,4,43,11,west,11,1,1,0,0,0,0
431,ldr,500,4,43,21,west,21,2,1,0,0,0,0
431,ldr,500,4,43,31,west,31,3,1,1,0,1,0
431,ldr,500,4,43,41,west,41,4,1,0,0,0,0
431,ldr,500,4,43,12,west,12,1,2,0,0,0,0
431,ldr,500,4,43,22,west,22,2,2,0,2,0,0
431,ldr,500,4,43,32,west,32,3,2,1,1,1,0
431,ldr,500,4,43,42,west,42,4,2,0,3,1,0
431,ldr,500,4,43,13,west,13,1,3,0,0,0,0
431,ldr,500,4,43,23,west,23,2,3,0,0,0,0
431,ldr,500,4,43,33,west,33,3,3,0,1,1,0
431,ldr,500,4,43,43,west,43,4,3,0,0,2,0
433,ldr,5000,4,43,14,east,11,1,1,0,1,5,0
433,ldr,5000,4,43,24,east,21,2,1,0,0,0,0
433,ldr,5000,4,43,34,east,31,3,1,0,0,9,0
433,ldr,5000,4,43,44,east,41,4,1,0,0,4,0
433,ldr,5000,4,43,15,east,12,1,2,1,0,4,0
433,ldr,5000,4,43,25,east,22,2,2,6,1,0,0
433,ldr,5000,4,43,35,east,32,3,2,0,0,8,0
433,ldr,5000,4,43,45,east,42,4,2,0,0,7,0
433,ldr,5000,4,43,16,east,13,1,3,0,0,0,0
433,ldr,5000,4,43,26,east,23,2,3,0,0,3,0
433,ldr,5000,4,43,36,east,33,3,3,3,0,2,0
433,ldr,5000,4,43,46,east,43,4,3,0,0,3,0
435,ldr,50,4,43,14,east,11,1,1,0,0,0,0
435,ldr,50,4,43,24,east,21,2,1,0,0,0,0
435,ldr,50,4,43,34,east,31,3,1,0,0,0,0
435,ldr,50,4,43,44,east,41,4,1,0,0,0,0
435,ldr,50,4,43,15,east,12,1,2,0,0,0,0
435,ldr,50,4,43,25,east,22,2,2,0,0,0,0
435,ldr,50,4,43,35,east,32,3,2,0,0,0,0
435,ldr,50,4,43,45,east,42,4,2,0,0,0,0
435,ldr,50,4,43,16,east,13,1,3,0,0,0,0
435,ldr,50,4,43,26,east,23,2,3,0,0,0,0
435,ldr,50,4,43,36,east,33,3,3,0,0,0,0
435,ldr,50,4,43,46,east,43,4,3,0,0,0,0
436,ldr,50000,4,43,14,east,11,1,1,14,3,1,0
436,ldr,50000,4,43,24,east,21,2,1,33,1,0,0
436,ldr,50000,4,43,34,east,31,3,1,7,7,1,0
436,ldr,50000,4,43,44,east,41,4,1,7,0,6,0
436,ldr,50000,4,43,15,east,12,1,2,16,0,3,0
436,ldr,50000,4,43,25,east,22,2,2,30,6,3,1
436,ldr,50000,4,43,35,east,32,3,2,7,4,3,0
436,ldr,50000,4,43,45,east,42,4,2,8,0,2,0
436,ldr,50000,4,43,16,east,13,1,3,19,0,1,0
436,ldr,50000,4,43,26,east,23,2,3,39,3,1,2
436,ldr,50000,4,43,36,east,33,3,3,1,6,6,0
436,ldr,50000,4,43,46,east,43,4,3,7,0,4,0
442,hdr,50000,4,44,14,east,11,1,1,51,25,19,0
442,hdr,50000,4,44,24,east,21,2,1,38,5,17,0
442,hdr,50000,4,44,34,east,31,3,1,50,16,26,6
442,hdr,50000,4,44,44,east,41,4,1,38,10,18,0
442,hdr,50000,4,44,15,east,12,1,2,56,6,45,0
442,hdr,50000,4,44,25,east,22,2,2,42,11,47,0
442,hdr,50000,4,44,35,east,32,3,2,52,21,32,0
442,hdr,50000,4,44,45,east,42,4,2,52,4,25,0
442,hdr,50000,4,44,16,east,13,1,3,18,4,6,3
442,hdr,50000,4,44,26,east,23,2,3,49,4,10,0
442,hdr,50000,4,44,36,east,33,3,3,58,0,33,0
442,hdr,50000,4,44,46,east,43,4,3,37,0,22,0
443,hdr,50,4,44,14,east,11,1,1,0,0,0,0
443,hdr,50,4,44,24,east,21,2,1,0,0,0,0
443,hdr,50,4,44,34,east,31,3,1,0,0,0,0
443,hdr,50,4,44,44,east,41,4,1,0,0,0,0
443,hdr,50,4,44,15,east,12,1,2,0,0,0,0
443,hdr,50,4,44,25,east,22,2,2,0,0,0,0
443,hdr,50,4,44,35,east,32,3,2,0,0,0,0
443,hdr,50,4,44,45,east,42,4,2,0,1,0,1
443,hdr,50,4,44,16,east,13,1,3,0,0,0,0
443,hdr,50,4,44,26,east,23,2,3,0,0,1,0
443,hdr,50,4,44,36,east,33,3,3,0,0,0,0
443,hdr,50,4,44,46,east,43,4,3,0,0,0,0
445,hdr,500,4,44,14,east,11,1,1,0,0,2,1
445,hdr,500,4,44,24,east,21,2,1,0,0,1,0
445,hdr,500,4,44,34,east,31,3,1,0,0,2,0
445,hdr,500,4,44,44,east,41,4,1,0,0,0,0
445,hdr,500,4,44,15,east,12,1,2,0,0,0,0
445,hdr,500,4,44,25,east,22,2,2,0,0,2,0
445,hdr,500,4,44,35,east,32,3,2,0,0,0,0
445,hdr,500,4,44,45,east,42,4,2,0,0,3,0
445,hdr,500,4,44,16,east,13,1,3,0,0,1,0
445,hdr,500,4,44,26,east,23,2,3,0,0,0,1
445,hdr,500,4,44,36,east,33,3,3,0,0,0,1
445,hdr,500,4,44,46,east,43,4,3,0,0,1,0
448,hdr,5000,4,44,14,east,11,1,1,0,0,3,0
448,hdr,5000,4,44,24,east,21,2,1,2,2,2,0
448,hdr,5000,4,44,34,east,31,3,1,1,1,1,0
448,hdr,5000,4,44,44,east,41,4,1,0,5,6,0
448,hdr,5000,4,44,15,east,12,1,2,0,2,14,0
448,hdr,5000,4,44,25,east,22,2,2,5,7,4,0
448,hdr,5000,4,44,35,east,32,3,2,3,1,13,0
448,hdr,5000,4,44,45,east,42,4,2,2,0,4,0
448,hdr,5000,4,44,16,east,13,1,3,0,2,8,0
448,hdr,5000,4,44,26,east,23,2,3,0,1,0,0
448,hdr,5000,4,44,36,east,33,3,3,2,1,4,0
448,hdr,5000,4,44,46,east,43,4,3,1,0,2,0
452,ldshoots,50,4,45,11,east,11,1,1,0,0,0,0
452,ldshoots,50,4,45,21,east,21,2,1,0,0,0,0
452,ldshoots,50,4,45,31,east,31,3,1,0,0,0,0
452,ldshoots,50,4,45,41,east,41,4,1,0,0,0,0
452,ldshoots,50,4,45,12,east,12,1,2,0,0,0,0
452,ldshoots,50,4,45,22,east,22,2,2,0,0,0,0
452,ldshoots,50,4,45,32,east,32,3,2,1,0,0,0
452,ldshoots,50,4,45,42,east,42,4,2,0,0,0,0
452,ldshoots,50,4,45,13,east,13,1,3,0,0,0,0
452,ldshoots,50,4,45,23,east,23,2,3,0,0,0,0
452,ldshoots,50,4,45,33,east,33,3,3,0,0,0,0
452,ldshoots,50,4,45,43,east,43,4,3,0,0,0,0
455,ldshoots,50000,4,45,14,east,11,1,1,47,4,22,0
455,ldshoots,50000,4,45,24,east,21,2,1,37,4,29,2
455,ldshoots,50000,4,45,34,east,31,3,1,38,2,32,2
455,ldshoots,50000,4,45,44,east,41,4,1,4,1,15,0
455,ldshoots,50000,4,45,15,east,12,1,2,24,0,15,0
455,ldshoots,50000,4,45,25,east,22,2,2,20,0,9,0
455,ldshoots,50000,4,45,35,east,32,3,2,14,1,2,0
455,ldshoots,50000,4,45,45,east,42,4,2,8,0,4,3
455,ldshoots,50000,4,45,16,east,13,1,3,8,0,19,0
455,ldshoots,50000,4,45,26,east,23,2,3,5,0,14,3
455,ldshoots,50000,4,45,36,east,33,3,3,4,0,9,0
455,ldshoots,50000,4,45,46,east,43,4,3,1,0,9,0
456,ldshoots,500,4,45,14,east,11,1,1,0,0,0,0
456,ldshoots,500,4,45,24,east,21,2,1,0,0,0,0
456,ldshoots,500,4,45,34,east,31,3,1,0,0,0,0
456,ldshoots,500,4,45,44,east,41,4,1,0,0,0,0
456,ldshoots,500,4,45,15,east,12,1,2,0,0,0,0
456,ldshoots,500,4,45,25,east,22,2,2,0,0,0,0
456,ldshoots,500,4,45,35,east,32,3,2,0,0,0,0
456,ldshoots,500,4,45,45,east,42,4,2,0,0,1,0
456,ldshoots,500,4,45,16,east,13,1,3,0,0,0,0
456,ldshoots,500,4,45,26,east,23,2,3,1,0,0,0
456,ldshoots,500,4,45,36,east,33,3,3,0,0,0,0
456,ldshoots,500,4,45,46,east,43,4,3,0,0,1,0
458,ldshoots,5000,4,45,14,east,11,1,1,4,0,8,0
458,ldshoots,5000,4,45,24,east,21,2,1,2,1,2,1
458,ldshoots,5000,4,45,34,east,31,3,1,3,1,6,0
458,ldshoots,5000,4,45,44,east,41,4,1,2,0,2,0
458,ldshoots,5000,4,45,15,east,12,1,2,2,0,4,0
458,ldshoots,5000,4,45,25,east,22,2,2,1,0,1,0
458,ldshoots,5000,4,45,35,east,32,3,2,2,0,1,1
458,ldshoots,5000,4,45,45,east,42,4,2,1,0,0,0
458,ldshoots,5000,4,45,16,east,13,1,3,0,0,1,0
458,ldshoots,5000,4,45,26,east,23,2,3,0,0,0,0
458,ldshoots,5000,4,45,36,east,33,3,3,0,0,0,0
458,ldshoots,5000,4,45,46,east,43,4,3,1,0,2,0
513,hdshoots,500,5,51,11,west,11,1,1,0,0,0,0
513,hdshoots,500,5,51,21,west,21,2,1,0,0,0,0
513,hdshoots,500,5,51,31,west,31,3,1,0,0,0,0
513,hdshoots,500,5,51,41,west,41,4,1,1,0,0,0
513,hdshoots,500,5,51,12,west,12,1,2,0,0,0,0
513,hdshoots,500,5,51,22,west,22,2,2,1,0,0,0
513,hdshoots,500,5,51,32,west,32,3,2,0,0,0,0
513,hdshoots,500,5,51,42,west,42,4,2,0,0,1,0
513,hdshoots,500,5,51,13,west,13,1,3,0,0,0,0
513,hdshoots,500,5,51,23,west,23,2,3,0,1,1,0
513,hdshoots,500,5,51,33,west,33,3,3,0,0,0,0
513,hdshoots,500,5,51,43,west,43,4,3,1,0,0,1
515,hdshoots,5000,5,51,14,east,11,1,1,2,3,5,0
515,hdshoots,5000,5,51,24,east,21,2,1,1,4,3,1
515,hdshoots,5000,5,51,34,east,31,3,1,10,4,3,0
515,hdshoots,5000,5,51,44,east,41,4,1,3,4,2,0
515,hdshoots,5000,5,51,15,east,12,1,2,1,5,8,0
515,hdshoots,5000,5,51,25,east,22,2,2,0,3,6,0
515,hdshoots,5000,5,51,35,east,32,3,2,2,7,3,0
515,hdshoots,5000,5,51,45,east,42,4,2,2,1,1,0
515,hdshoots,5000,5,51,16,east,13,1,3,6,9,14,0
515,hdshoots,5000,5,51,26,east,23,2,3,0,0,2,0
515,hdshoots,5000,5,51,36,east,33,3,3,1,2,3,0
515,hdshoots,5000,5,51,46,east,43,4,3,2,0,1,0
516,hdshoots,50000,5,51,14,east,11,1,1,8,18,6,0
516,hdshoots,50000,5,51,24,east,21,2,1,45,32,23,0
516,hdshoots,50000,5,51,34,east,31,3,1,35,42,0,0
516,hdshoots,50000,5,51,44,east,41,4,1,24,42,3,0
516,hdshoots,50000,5,51,15,east,12,1,2,15,51,2,0
516,hdshoots,50000,5,51,25,east,22,2,2,37,45,15,0
516,hdshoots,50000,5,51,35,east,32,3,2,36,42,3,0
516,hdshoots,50000,5,51,45,east,42,4,2,15,5,13,0
516,hdshoots,50000,5,51,16,east,13,1,3,2,3,4,1
516,hdshoots,50000,5,51,26,east,23,2,3,29,24,3,0
516,hdshoots,50000,5,51,36,east,33,3,3,15,14,0,0
516,hdshoots,50000,5,51,46,east,43,4,3,3,5,2,0
517,hdshoots,50,5,51,14,east,11,1,1,0,0,0,0
517,hdshoots,50,5,51,24,east,21,2,1,0,0,0,0
517,hdshoots,50,5,51,34,east,31,3,1,0,0,0,0
517,hdshoots,50,5,51,44,east,41,4,1,0,0,1,0
517,hdshoots,50,5,51,15,east,12,1,2,0,0,0,0
517,hdshoots,50,5,51,25,east,22,2,2,1,0,0,0
517,hdshoots,50,5,51,35,east,32,3,2,0,0,0,0
517,hdshoots,50,5,51,45,east,42,4,2,0,0,0,0
517,hdshoots,50,5,51,16,east,13,1,3,0,0,0,0
517,hdshoots,50,5,51,26,east,23,2,3,0,0,0,0
517,hdshoots,50,5,51,36,east,33,3,3,0,0,0,0
517,hdshoots,50,5,51,46,east,43,4,3,0,0,0,0
521,ldr,50000,5,52,14,east,11,1,1,31,11,0,0
521,ldr,50000,5,52,24,east,21,2,1,52,22,0,0
521,ldr,50000,5,52,34,east,31,3,1,50,14,0,0
521,ldr,50000,5,52,44,east,41,4,1,9,41,0,0
521,ldr,50000,5,52,15,east,12,1,2,28,6,0,0
521,ldr,50000,5,52,25,east,22,2,2,115,23,0,0
521,ldr,50000,5,52,35,east,32,3,2,58,33,0,0
521,ldr,50000,5,52,45,east,42,4,2,5,6,0,5
521,ldr,50000,5,52,16,east,13,1,3,10,1,0,0
521,ldr,50000,5,52,26,east,23,2,3,68,26,0,0
521,ldr,50000,5,52,36,east,33,3,3,22,48,0,1
521,ldr,50000,5,52,46,east,43,4,3,2,15,0,0
522,ldr,5000,5,52,14,east,11,1,1,3,0,0,0
522,ldr,5000,5,52,24,east,21,2,1,4,4,0,0
522,ldr,5000,5,52,34,east,31,3,1,0,0,0,0
522,ldr,5000,5,52,44,east,41,4,1,1,5,0,0
522,ldr,5000,5,52,15,east,12,1,2,2,6,0,1
522,ldr,5000,5,52,25,east,22,2,2,0,7,0,0
522,ldr,5000,5,52,35,east,32,3,2,0,1,0,1
522,ldr,5000,5,52,45,east,42,4,2,2,1,0,0
522,ldr,5000,5,52,16,east,13,1,3,1,2,1,0
522,ldr,5000,5,52,26,east,23,2,3,2,8,0,0
522,ldr,5000,5,52,36,east,33,3,3,0,4,0,0
522,ldr,5000,5,52,46,east,43,4,3,0,0,0,0
523,ldr,50,5,52,14,east,11,1,1,0,0,0,0
523,ldr,50,5,52,24,east,21,2,1,0,0,0,0
523,ldr,50,5,52,34,east,31,3,1,0,0,0,0
523,ldr,50,5,52,44,east,41,4,1,0,0,0,0
523,ldr,50,5,52,15,east,12,1,2,0,0,0,0
523,ldr,50,5,52,25,east,22,2,2,0,0,0,0
523,ldr,50,5,52,35,east,32,3,2,0,0,0,0
523,ldr,50,5,52,45,east,42,4,2,1,0,0,0
523,ldr,50,5,52,16,east,13,1,3,0,0,0,0
523,ldr,50,5,52,26,east,23,2,3,0,1,0,0
523,ldr,50,5,52,36,east,33,3,3,0,0,0,1
523,ldr,50,5,52,46,east,43,4,3,0,0,0,0
525,ldr,500,5,52,14,east,11,1,1,0,0,0,0
525,ldr,500,5,52,24,east,21,2,1,0,0,0,0
525,ldr,500,5,52,34,east,31,3,1,0,0,2,0
525,ldr,500,5,52,44,east,41,4,1,3,0,0,0
525,ldr,500,5,52,15,east,12,1,2,0,0,0,0
525,ldr,500,5,52,25,east,22,2,2,0,0,1,0
525,ldr,500,5,52,35,east,32,3,2,0,0,3,0
525,ldr,500,5,52,45,east,42,4,2,0,0,2,0
525,ldr,500,5,52,16,east,13,1,3,0,0,0,0
525,ldr,500,5,52,26,east,23,2,3,0,0,0,0
525,ldr,500,5,52,36,east,33,3,3,0,0,2,0
525,ldr,500,5,52,46,east,43,4,3,0,0,0,0
